Driver,Team,LapNumber,Position,LapTimeSec,Compound,TyreLife,TrackStatus,FinalPosition
BOT,Cadillac,10,12,125.131,MEDIUM,10.0,124,13.0
BOT,Cadillac,11,16,,HARD,1.0,4,13.0
BOT,Cadillac,12,15,121.448,HARD,2.0,4,13.0
BOT,Cadillac,13,15,139.819,HARD,3.0,41,13.0
BOT,Cadillac,14,15,101.294,HARD,4.0,1,13.0
BOT,Cadillac,15,15,100.006,HARD,5.0,1,13.0
BOT,Cadillac,16,15,99.739,HARD,6.0,1,13.0
BOT,Cadillac,17,15,100.23,HARD,7.0,12,13.0
BOT,Cadillac,18,15,100.099,HARD,8.0,21,13.0
BOT,Cadillac,19,15,100.164,HARD,9.0,1,13.0
BOT,Cadillac,20,15,99.976,HARD,10.0,1,13.0
BOT,Cadillac,21,15,100.045,HARD,11.0,1,13.0
BOT,Cadillac,22,15,99.813,HARD,12.0,1,13.0
BOT,Cadillac,23,15,99.967,HARD,13.0,1,13.0
BOT,Cadillac,24,15,99.846,HARD,14.0,1,13.0
BOT,Cadillac,25,15,99.813,HARD,15.0,1,13.0
BOT,Cadillac,26,15,99.744,HARD,16.0,1,13.0
BOT,Cadillac,27,15,100.805,HARD,17.0,12,13.0
BOT,Cadillac,28,15,99.636,HARD,18.0,1,13.0
BOT,Cadillac,29,15,99.566,HARD,19.0,1,13.0
BOT,Cadillac,30,14,99.692,HARD,20.0,1,13.0
BOT,Cadillac,31,15,99.768,HARD,21.0,1,13.0
BOT,Cadillac,32,15,99.542,HARD,22.0,1,13.0
BOT,Cadillac,33,14,101.146,HARD,23.0,12,13.0
BOT,Cadillac,34,14,99.695,HARD,24.0,1,13.0
BOT,Cadillac,35,14,99.539,HARD,25.0,1,13.0
BOT,Cadillac,36,14,100.552,HARD,26.0,1,13.0
BOT,Cadillac,37,14,99.444,HARD,27.0,1,13.0
BOT,Cadillac,38,15,100.047,HARD,28.0,1,13.0
BOT,Cadillac,39,15,99.734,HARD,29.0,1,13.0
BOT,Cadillac,40,15,100.571,HARD,30.0,1,13.0
BOT,Cadillac,41,15,100.077,HARD,31.0,1,13.0
BOT,Cadillac,42,15,99.02,HARD,32.0,1,13.0
BOT,Cadillac,43,15,99.461,HARD,33.0,1,13.0
BOT,Cadillac,44,15,98.914,HARD,34.0,1,13.0
BOT,Cadillac,45,15,100.379,HARD,35.0,1,13.0
BOT,Cadillac,46,14,99.658,HARD,36.0,1,13.0
BOT,Cadillac,47,13,98.93,HARD,37.0,1,13.0
BOT,Cadillac,48,13,99.135,HARD,38.0,1,13.0
BOT,Cadillac,49,13,99.212,HARD,39.0,1,13.0
BOT,Cadillac,50,13,99.327,HARD,40.0,1,13.0
BOT,Cadillac,51,13,99.581,HARD,41.0,1,13.0
BOT,Cadillac,52,13,99.423,HARD,42.0,12,13.0
BOT,Cadillac,53,13,99.353,HARD,43.0,1,13.0
BOT,Cadillac,54,13,99.423,HARD,44.0,1,13.0
BOT,Cadillac,55,13,98.393,HARD,45.0,1,13.0
OCO,Haas F1 Team,1,9,106.693,HARD,1.0,12,14.0
OCO,Haas F1 Team,2,8,99.736,HARD,2.0,1,14.0
OCO,Haas F1 Team,3,8,99.082,HARD,3.0,1,14.0
OCO,Haas F1 Team,4,8,99.102,HARD,4.0,1,14.0
OCO,Haas F1 Team,5,7,98.846,HARD,5.0,1,14.0
OCO,Haas F1 Team,6,7,98.758,HARD,6.0,1,14.0
OCO,Haas F1 Team,7,7,99.086,HARD,7.0,1,14.0
OCO,Haas F1 Team,8,7,99.015,HARD,8.0,1,14.0
OCO,Haas F1 Team,9,7,99.018,HARD,9.0,1,14.0
OCO,Haas F1 Team,10,7,112.375,HARD,10.0,124,14.0
OCO,Haas F1 Team,11,3,144.244,HARD,11.0,4,14.0
OCO,Haas F1 Team,12,3,149.854,HARD,12.0,4,14.0
OCO,Haas F1 Team,13,3,149.97,HARD,13.0,41,14.0
OCO,Haas F1 Team,14,4,100.325,HARD,14.0,1,14.0
OCO,Haas F1 Team,15,5,99.043,HARD,15.0,1,14.0
OCO,Haas F1 Team,16,6,99.417,HARD,16.0,1,14.0
OCO,Haas F1 Team,17,6,98.357,HARD,17.0,1,14.0
OCO,Haas F1 Team,18,6,98.671,HARD,18.0,12,14.0
OCO,Haas F1 Team,19,7,99.911,HARD,19.0,1,14.0
OCO,Haas F1 Team,20,7,98.991,HARD,20.0,1,14.0
OCO,Haas F1 Team,21,8,99.822,HARD,21.0,1,14.0
OCO,Haas F1 Team,22,8,98.7,HARD,22.0,1,14.0
OCO,Haas F1 Team,23,8,98.334,HARD,23.0,1,14.0
OCO,Haas F1 Team,24,8,98.85,HARD,24.0,1,14.0
OCO,Haas F1 Team,25,8,98.331,HARD,25.0,1,14.0
OCO,Haas F1 Team,26,8,97.825,HARD,26.0,1,14.0
OCO,Haas F1 Team,27,8,98.121,HARD,27.0,12,14.0
OCO,Haas F1 Team,28,7,98.669,HARD,28.0,21,14.0
OCO,Haas F1 Team,29,12,104.567,HARD,29.0,1,14.0
OCO,Haas F1 Team,30,15,118.996,MEDIUM,1.0,1,14.0
OCO,Haas F1 Team,31,14,96.926,MEDIUM,2.0,1,14.0
OCO,Haas F1 Team,32,14,97.104,MEDIUM,3.0,1,14.0
OCO,Haas F1 Team,33,16,108.417,MEDIUM,4.0,12,14.0
OCO,Haas F1 Team,34,15,98.474,MEDIUM,5.0,1,14.0
OCO,Haas F1 Team,35,15,98.037,MEDIUM,6.0,1,14.0
OCO,Haas F1 Team,36,13,98.817,MEDIUM,7.0,1,14.0
OCO,Haas F1 Team,37,13,97.83,MEDIUM,8.0,1,14.0
OCO,Haas F1 Team,38,13,97.694,MEDIUM,9.0,1,14.0
OCO,Haas F1 Team,39,13,98.017,MEDIUM,10.0,1,14.0
OCO,Haas F1 Team,40,13,98.068,MEDIUM,11.0,1,14.0
OCO,Haas F1 Team,41,13,97.901,MEDIUM,12.0,1,14.0
OCO,Haas F1 Team,42,13,98.014,MEDIUM,13.0,1,14.0
OCO,Haas F1 Team,43,13,99.758,MEDIUM,14.0,1,14.0
OCO,Haas F1 Team,44,13,97.846,MEDIUM,15.0,1,14.0
OCO,Haas F1 Team,45,12,99.146,MEDIUM,16.0,1,14.0
OCO,Haas F1 Team,46,13,103.55,MEDIUM,17.0,1,14.0
OCO,Haas F1 Team,47,15,140.887,SOFT,1.0,1,14.0
OCO,Haas F1 Team,48,15,96.461,SOFT,2.0,1,14.0
OCO,Haas F1 Team,49,15,96.746,SOFT,3.0,1,14.0
OCO,Haas F1 Team,50,15,96.427,SOFT,4.0,1,14.0
OCO,Haas F1 Team,51,15,96.476,SOFT,5.0,1,14.0
OCO,Haas F1 Team,52,14,97.671,SOFT,6.0,12,14.0
OCO,Haas F1 Team,53,14,96.642,SOFT,7.0,1,14.0
OCO,Haas F1 Team,54,14,95.964,SOFT,8.0,1,14.0
OCO,Haas F1 Team,55,14,96.281,SOFT,9.0,1,14.0
PER,Cadillac,1,17,115.089,MEDIUM,1.0,12,15.0
PER,Cadillac,2,17,101.066,MEDIUM,2.0,1,15.0
PER,Cadillac,3,17,101.224,MEDIUM,3.0,1,15.0
PER,Cadillac,4,17,100.934,MEDIUM,4.0,1,15.0
PER,Cadillac,5,17,100.978,MEDIUM,5.0,1,15.0
PER,Cadillac,6,17,100.557,MEDIUM,6.0,1,15.0
PER,Cadillac,7,17,100.918,MEDIUM,7.0,1,15.0
PER,Cadillac,8,17,101.103,MEDIUM,8.0,1,15.0
PER,Cadillac,9,17,101.781,MEDIUM,9.0,1,15.0
PER,Cadillac,10,13,121.617,MEDIUM,10.0,124,15.0
PER,Cadillac,11,12,138.719,MEDIUM,11.0,4,15.0
PER,Cadillac,12,16,137.935,HARD,1.0,4,15.0
PER,Cadillac,13,16,139.666,HARD,2.0,41,15.0
PER,Cadillac,14,17,101.759,HARD,3.0,1,15.0
PER,Cadillac,15,16,100.004,HARD,4.0,1,15.0
PER,Cadillac,16,16,99.621,HARD,5.0,1,15.0
PER,Cadillac,17,17,102.203,HARD,6.0,12,15.0
PER,Cadillac,18,16,99.321,HARD,7.0,21,15.0
PER,Cadillac,19,16,99.731,HARD,8.0,1,15.0
PER,Cadillac,20,16,100.134,HARD,9.0,1,15.0
PER,Cadillac,21,16,99.682,HARD,10.0,1,15.0
PER,Cadillac,22,16,99.622,HARD,11.0,1,15.0
PER,Cadillac,23,16,99.75,HARD,12.0,1,15.0
PER,Cadillac,24,16,99.736,HARD,13.0,1,15.0
PER,Cadillac,25,16,100.542,HARD,14.0,1,15.0
PER,Cadillac,26,16,100.01,HARD,15.0,1,15.0
PER,Cadillac,27,16,100.307,HARD,16.0,12,15.0
PER,Cadillac,28,16,99.583,HARD,17.0,1,15.0
PER,Cadillac,29,16,100.437,HARD,18.0,1,15.0
PER,Cadillac,30,16,100.016,HARD,19.0,1,15.0
PER,Cadillac,31,16,99.977,HARD,20.0,1,15.0
PER,Cadillac,32,16,99.799,HARD,21.0,1,15.0
PER,Cadillac,33,15,100.106,HARD,22.0,12,15.0
PER,Cadillac,34,16,100.185,HARD,23.0,1,15.0
PER,Cadillac,35,16,99.48,HARD,24.0,1,15.0
PER,Cadillac,36,15,99.551,HARD,25.0,1,15.0
PER,Cadillac,37,15,99.606,HARD,26.0,1,15.0
PER,Cadillac,38,16,100.111,HARD,27.0,1,15.0
PER,Cadillac,39,16,99.616,HARD,28.0,1,15.0
PER,Cadillac,40,16,99.591,HARD,29.0,1,15.0
PER,Cadillac,41,16,100.557,HARD,30.0,1,15.0
PER,Cadillac,42,16,99.127,HARD,31.0,1,15.0
PER,Cadillac,43,16,101.151,HARD,32.0,1,15.0
PER,Cadillac,44,16,103.964,HARD,33.0,1,15.0
PER,Cadillac,45,16,108.834,HARD,34.0,1,15.0
PER,Cadillac,46,15,100.983,HARD,35.0,1,15.0
PER,Cadillac,47,14,99.88,HARD,36.0,1,15.0
PER,Cadillac,48,14,100.227,HARD,37.0,1,15.0
PER,Cadillac,49,14,99.462,HARD,38.0,1,15.0
PER,Cadillac,50,14,98.523,HARD,39.0,1,15.0
PER,Cadillac,51,14,99.014,HARD,40.0,1,15.0
PER,Cadillac,52,15,99.526,HARD,41.0,12,15.0
PER,Cadillac,53,15,98.959,HARD,42.0,1,15.0
PER,Cadillac,54,15,99.076,HARD,43.0,1,15.0
PER,Cadillac,55,15,98.898,HARD,44.0,1,15.0
VER,Red Bull Racing,1,13,107.91,SOFT,4.0,12,16.0
VER,Red Bull Racing,2,10,100.295,SOFT,5.0,1,16.0
VER,Red Bull Racing,3,10,99.08,SOFT,6.0,1,16.0
VER,Red Bull Racing,4,10,99.12,SOFT,7.0,1,16.0
VER,Red Bull Racing,5,10,99.582,SOFT,8.0,1,16.0
VER,Red Bull Racing,6,10,99.206,SOFT,9.0,1,16.0
VER,Red Bull Racing,7,10,99.574,SOFT,10.0,1,16.0
VER,Red Bull Racing,8,10,99.465,SOFT,11.0,1,16.0
VER,Red Bull Racing,9,12,105.525,SOFT,12.0,1,16.0
VER,Red Bull Racing,10,15,143.152,HARD,1.0,124,16.0
VER,Red Bull Racing,11,14,135.068,HARD,2.0,4,16.0
VER,Red Bull Racing,12,13,129.669,HARD,3.0,4,16.0
VER,Red Bull Racing,13,13,142.347,HARD,4.0,41,16.0
VER,Red Bull Racing,14,11,99.573,HARD,5.0,1,16.0
VER,Red Bull Racing,15,11,99.068,HARD,6.0,1,16.0
VER,Red Bull Racing,16,11,98.953,HARD,7.0,1,16.0
VER,Red Bull Racing,17,10,98.267,HARD,8.0,12,16.0
VER,Red Bull Racing,18,9,97.35,HARD,9.0,21,16.0
VER,Red Bull Racing,19,9,99.035,HARD,10.0,1,16.0
VER,Red Bull Racing,20,8,98.531,HARD,11.0,1,16.0
VER,Red Bull Racing,21,7,98.768,HARD,12.0,1,16.0
VER,Red Bull Racing,22,6,98.147,HARD,13.0,1,16.0
VER,Red Bull Racing,23,6,98.039,HARD,14.0,1,16.0
VER,Red Bull Racing,24,6,97.88,HARD,15.0,1,16.0
VER,Red Bull Racing,25,6,97.869,HARD,16.0,1,16.0
VER,Red Bull Racing,26,6,97.38,HARD,17.0,1,16.0
VER,Red Bull Racing,27,6,97.645,HARD,18.0,1,16.0
VER,Red Bull Racing,28,6,97.368,HARD,19.0,12,16.0
VER,Red Bull Racing,29,6,97.672,HARD,20.0,1,16.0
VER,Red Bull Racing,30,6,97.587,HARD,21.0,1,16.0
VER,Red Bull Racing,31,6,97.518,HARD,22.0,1,16.0
VER,Red Bull Racing,32,6,97.76,HARD,23.0,1,16.0
VER,Red Bull Racing,33,6,97.381,HARD,24.0,12,16.0
VER,Red Bull Racing,34,6,97.41,HARD,25.0,1,16.0
VER,Red Bull Racing,35,6,97.49,HARD,26.0,1,16.0
VER,Red Bull Racing,36,6,97.229,HARD,27.0,1,16.0
VER,Red Bull Racing,37,6,97.15,HARD,28.0,1,16.0
VER,Red Bull Racing,38,6,97.063,HARD,29.0,1,16.0
VER,Red Bull Racing,39,6,97.046,HARD,30.0,1,16.0
VER,Red Bull Racing,40,6,97.255,HARD,31.0,1,16.0
VER,Red Bull Racing,41,6,97.405,HARD,32.0,1,16.0
VER,Red Bull Racing,42,6,97.383,HARD,33.0,1,16.0
VER,Red Bull Racing,43,6,97.123,HARD,34.0,1,16.0
VER,Red Bull Racing,44,6,97.092,HARD,35.0,1,16.0
VER,Red Bull Racing,45,13,,HARD,36.0,1,16.0
ALO,Aston Martin,1,10,107.23,HARD,1.0,12,17.0
ALO,Aston Martin,2,13,102.291,HARD,2.0,1,17.0
ALO,Aston Martin,3,14,101.588,HARD,3.0,1,17.0
ALO,Aston Martin,4,14,100.471,HARD,4.0,1,17.0
ALO,Aston Martin,5,14,101.554,HARD,5.0,1,17.0
ALO,Aston Martin,6,15,101.824,HARD,6.0,1,17.0
ALO,Aston Martin,7,15,101.659,HARD,7.0,1,17.0
ALO,Aston Martin,8,15,101.113,HARD,8.0,1,17.0
ALO,Aston Martin,9,15,101.631,HARD,9.0,1,17.0
ALO,Aston Martin,10,11,119.919,HARD,10.0,124,17.0
ALO,Aston Martin,11,11,135.393,HARD,11.0,4,17.0
ALO,Aston Martin,12,11,140.998,HARD,12.0,4,17.0
ALO,Aston Martin,13,11,143.746,HARD,13.0,41,17.0
ALO,Aston Martin,14,16,103.5,HARD,14.0,1,17.0
ALO,Aston Martin,15,17,101.183,HARD,15.0,1,17.0
ALO,Aston Martin,16,17,100.26,HARD,16.0,1,17.0
ALO,Aston Martin,17,16,100.363,HARD,17.0,12,17.0
ALO,Aston Martin,18,17,101.241,HARD,18.0,21,17.0
ALO,Aston Martin,19,17,100.356,HARD,19.0,1,17.0
ALO,Aston Martin,20,17,100.254,HARD,20.0,1,17.0
ALO,Aston Martin,21,17,99.812,HARD,21.0,1,17.0
ALO,Aston Martin,22,17,99.938,HARD,22.0,1,17.0
ALO,Aston Martin,23,17,99.801,HARD,23.0,1,17.0
ALO,Aston Martin,24,17,99.767,HARD,24.0,1,17.0
ALO,Aston Martin,25,17,99.721,HARD,25.0,1,17.0
ALO,Aston Martin,26,17,99.755,HARD,26.0,1,17.0
ALO,Aston Martin,27,17,100.242,HARD,27.0,12,17.0
ALO,Aston Martin,28,17,99.745,HARD,28.0,1,17.0
ALO,Aston Martin,29,17,99.945,HARD,29.0,1,17.0
ALO,Aston Martin,30,17,100.349,HARD,30.0,1,17.0
ALO,Aston Martin,31,17,106.419,HARD,31.0,1,17.0
ALO,Aston Martin,32,17,127.515,MEDIUM,1.0,12,17.0
STR,Aston Martin,1,16,109.471,HARD,1.0,12,18.0
STR,Aston Martin,2,16,101.83,HARD,2.0,1,18.0
STR,Aston Martin,3,16,101.798,HARD,3.0,1,18.0
STR,Aston Martin,4,16,101.854,HARD,4.0,1,18.0
STR,Aston Martin,5,16,100.992,HARD,5.0,1,18.0
STR,Aston Martin,6,16,100.971,HARD,6.0,1,18.0
STR,Aston Martin,7,16,100.956,HARD,7.0,1,18.0
STR,Aston Martin,8,16,101.174,HARD,8.0,1,18.0
STR,Aston Martin,9,16,100.883,HARD,9.0,1,18.0
